,n_processo,data_criacao,unidade_origem,assunto,data_instauracao_jad,situacao_jad,data_instauracao_pad,cppad,fase,resultado_do_pad,data_conclusao_pad,proposta_coopad,Atualizado_em,ano_criacao_processo,Ano,ano_conclusao_pad
248,SEI-030032/003377/2022,2022-09-27,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2023-09-06,2ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-05-29,ARQUIVAMENTO,2025-07-31 08:30:14,2022,2023,2024
249,SEI-030036/006128/2022,2022-08-22,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-08-30,1ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2022,2024,
250,SEI-04/160/000056/2019,2019-09-04,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2022-07-22,POSITIVO,,,,,,,2025-07-31 08:30:14,2019,,
251,E-04/209/06/2018,2018-09-25,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,,POSITIVO,,,,,,,2025-07-31 08:30:14,2018,,
252,SEI-260005/009929/2022,2022-12-16,FAETEC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-09-04,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
253,SEI-260005/009257/2022,2022-11-21,FAETEC,FALTAS INTERPOLADAS,,POSITIVO,2024-11-22,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
254,SEI-040161/003981/2020,2020-04-20,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-23,POSITIVO,2024-01-08,3ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2024,
255,SEI-030029/009582/2022,2022-07-26,SEEDUC,EXERCÍCIO SIMULTÂNEO DE CARGO PÚBLICO,2024-05-23,POSITIVO,2024-07-12,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
256,E-03/029/1166/2019,2019-11-13,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2024-05-23,POSITIVO,2024-08-08,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2024,
257,E-03/008/548/2019,2019-02-01,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2024-05-23,POSITIVO,2024-08-12,1ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2019,2024,
258,SEI-030043/003816/2022,2022-10-24,SEEDUC,MÁ CONDUTA,2024-05-23,POSITIVO,2024-10-18,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
259,SEI-030032/003827/2022,2022-10-28,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2024-05-23,POSITIVO,2024-10-18,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
260,E-16/007/000061/2019,2019-06-24,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-05-23,POSITIVO,2024-07-15,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2024,
261,SEI-008001/000005/2021,2021-05-28,SES,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2024-05-23,POSITIVO,2024-08-14,4ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2021,2024,
262,E-03/034/798/2019,2019-10-02,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,POSITIVO,2024-11-22,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2024,
263,SEI-030040/002037/2022,2022-07-11,SEEDUC,FALTAS INTERPOLADAS,,POSITIVO,2024-11-22,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
264,SEI-030036/007933/2022,2022-11-16,SEEDUC,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-09-04,3ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
265,SEI-460001/001859/2023,2023-09-18,SEIC,INOBSERVÂNCIA DE NORMAS LEGAIS,2024-05-23,POSITIVO,2024-08-09,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2023,2024,
266,SEI-030038/000409/2020,2020-08-17,SEEDUC,MÁ CONDUTA,2022-03-29,EM ANDAMENTO,2025-02-06,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2025,
267,SEI-030041/001512/2020,2020-08-20,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2024-12-10,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2020,2024,
268,SEI-150159/003140/2023,2023-06-07,DETRAN-RJ,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-10-18,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
269,E-03/001/3147/2016,2016-07-04,SEEDUC,MÁ CONDUTA,,EM ANDAMENTO,2024-12-05,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2016,2024,
270,SEI-030032/001329/2023,2023-03-20,SEEDUC,ABANDONO DE CARGO,,POSITIVO,2024-11-06,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
271,SEI-030032/001732/2023,2023-04-13,SEEDUC,FALTA DE URBANIDADE,,POSITIVO,2024-11-13,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
272,E-08/001/1182/2019,2019-03-14,SES,ESTUPRO,,POSITIVO,2021-02-08,1ª CPPAD,FINALIZADO,,,DEMISSÃO,2025-07-31 08:30:14,2019,2021,
273,SEI-030043/002920/2022,2022-08-01,SEEDUC,MÁ CONDUTA,2024-05-23,POSITIVO,2024-07-10,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
274,SEI-080015/000515/2023,2023-04-13,SES,ABANDONO DE CARGO,2024-05-23,POSITIVO,2024-09-04,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
275,SEI-030036/006020/2022,2022-08-17,SEEDUC,PORNOGRAFIA,2024-05-23,POSITIVO,2024-08-08,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
276,SEI-030032/003807/2022,2022-10-27,SEEDUC,INJÚRIA,2024-05-23,POSITIVO,2024-10-18,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
277,SEI-030043/001399/2022,2022-03-18,SEEDUC,ABANDONO DE CARGO,,POSITIVO,,,,,,,2025-07-31 08:30:14,2022,,
278,SEI-080001/027552/2021,2021-12-03,SES,ABANDONO DE CARGO,2024-05-23,NEGATIVO,2024-11-01,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2021,2024,
279,E-16/007/000051/2019,2019-06-04,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-05-23,NEGATIVO,,,,,,,2025-07-31 08:30:14,2019,,
280,SEI-030038/003052/2022,2022-06-14,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-07-10,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
281,SEI-030043/002924/2022,2022-08-01,SEEDUC,ASSÉDIO SEXUAL,2024-05-23,POSITIVO,2024-07-03,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
282,SEI-030029/009598/2022,2022-07-26,SEEDUC,EXERCÍCIO SIMULTÂNEO DE CARGO PÚBLICO,2024-05-23,POSITIVO,2024-07-03,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
283,E-12/207/49/2019,2019-01-16,SECC,DANO AO ERÁRIO PÚBLICO,2024-05-23,POSITIVO,2024-07-10,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2019,2024,
284,SEI-030034/002921/2022,2022-06-10,SEEDUC,INJÚRIA,2024-05-23,POSITIVO,2024-07-10,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
285,E-03/008/6914/2017,2017-12-21,SEEDUC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2024-05-23,POSITIVO,2021-06-21,3ª CPPAD,REEXAME,,,,2025-07-31 08:30:14,2017,2021,
286,SEI-04/161/003222/2019,2019-11-08,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-03,POSITIVO,2025-02-12,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2019,2025,
287,E-03/11004311/2011,2011-10-03,SEEDUC,ABANDONO DE CARGO,2023-12-13,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2011,,
288,SEI-04/160/000152/2019,2019-10-25,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-02-07,NEGATIVO,,,,,,,2025-07-31 08:30:14,2019,,
289,SEI-460001/000819/2023,2023-04-24,SEIC,NULIDADE CONTRATUAL,2024-01-25,NEGATIVO,,,,,,,2025-07-31 08:30:14,2023,,
290,SEI-460001/000818/2023,2023-04-27,SEIC,NULIDADE CONTRATUAL,2024-01-25,NEGATIVO,,,,,,,2025-07-31 08:30:14,2023,,
291,SEI-030031/002394/2022,2022-11-09,SEEDUC,MÁ CONDUTA,2024-01-10,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
292,SEI-030038/005727/2022,2022-11-01,SEEDUC,ABANDONO DE CARGO,2023-03-30,POSITIVO,,,,,,,2025-07-31 08:30:14,2022,,
293,SEI-030029/007465/2023,2023-06-19,SEEDUC,ABANDONO DE CARGO,2023-12-28,POSITIVO,,,,,,,2025-07-31 08:30:14,2023,,
294,SEI-030036/005342/2023,2023-08-14,SEEDUC,ABANDONO DE CARGO,2023-12-12,POSITIVO,,,,,,,2025-07-31 08:30:14,2023,,
295,SEI-030036/006601/2023,2023-10-11,SEEDUC,ABANDONO DE CARGO,2023-12-18,EM ANDAMENTO,2025-02-06,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2025,
296,E-03/001/9796/2014,2014-11-04,SEEDUC,ABANDONO DE CARGO,2024-01-05,NEGATIVO,,,,,,,2025-07-31 08:30:14,2014,,
297,E-03/002/101670/2018,2018-09-06,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-01-10,POSITIVO,2024-03-06,1ª CPPAD,FINALIZADO,ARQUIVAMENTO,2024-12-18,ARQUIVAMENTO,2025-07-31 08:30:14,2018,2024,2024
298,SEI-030034/004686/2022,2022-10-06,SEEDUC,ASSÉDIO SEXUAL,2024-01-23,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
299,SEI-030034/001513/2022,2022-03-19,SEEDUC,ASSÉDIO SEXUAL,2024-01-25,POSITIVO,2024-02-28,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
300,SEI-080001/017324/2020 ,2020-08-19,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-03-08,NEGATIVO,,,,,,,2025-07-31 08:30:14,2020,,
301,SEI-260005/003569/2022,2022-05-16,FAETEC,ABANDONO DE CARGO,2024-03-08,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
302,SEI-360091/000065/2023,2024-02-16,SEPOL,ACUMULAÇÃO ILÍCITA DE CARGOS,2023-12-20,EM ESPERA,,,,,,,2025-07-31 08:30:14,2024,,
303,SEI-150071/000363/2022,2022-12-01,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-03-26,POSITIVO,2024-04-29,4ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2022,2024,
304,SEI-150071/000427/2022,2022-12-28,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-03-26,POSITIVO,2024-04-29,4ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2022,2024,
305,SEI-150071/000382/2022,2022-12-19,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2024-03-26,POSITIVO,2024-04-29,4ª CPPAD,FINALIZADO,,,SUSPENSÃO,2025-07-31 08:30:14,2022,2024,
306,SEI-030040/001445/2022,2022-05-10,SEEDUC,ASSÉDIO SEXUAL,2024-06-02,POSITIVO,2024-06-13,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
307,SEI-030037/002810/2022,2022-06-10,SEEDUC,OMISSÃO DOS DEVERES FUNCIONAIS,2024-06-02,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
308,SEI-030037/002953/2022,2022-06-28,SEEDUC,ASSÉDIO SEXUAL,2024-06-02,POSITIVO,2024-07-10,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
309,E-03/11400354/2009,2009-04-15,SEEDUC,ABANDONO DE CARGO,2022-09-08,POSITIVO,,,,,,,2025-07-31 08:30:14,2009,,
310,SEI-030037/003034/2022,2022-07-06,SEEDUC,ASSÉDIO SEXUAL,2024-06-02,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
311,SEI-030039/003403/2022,2022-07-25,SEEDUC,ASSÉDIO SEXUAL,2024-06-02,POSITIVO,2024-10-02,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
312,SEI-030032/001863/2022,2022-05-18,SEEDUC,OFENSA FÍSICA,2024-06-02,POSITIVO,2024-06-03,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
313,SEI-020006/000063/2022,2022-01-27,FIPERJ,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2024-06-02,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
314,SEI-100005/004061/2022,2022-05-10,DETRO,FALTA DE URBANIDADE,2024-06-02,POSITIVO,2024-09-27,4ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
315,SEI-030042/000887/2020,2020-09-29,SEEDUC,VIOLÊNCIA DOMÉSTICA,2024-06-02,POSITIVO,2024-08-21,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2020,2024,
316,SEI-030029/009603/2022,2022-07-26,SEEDUC,EXERCÍCIO SIMULTÂNEO DE CARGO PÚBLICO,2024-06-02,EM ANDAMENTO,2024-09-12,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
317,SEI-030029/009586/2022,2022-07-26,SEEDUC,EXERCÍCIO SIMULTÂNEO DE CARGO PÚBLICO,2024-06-02,POSITIVO,2024-08-28,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
318,SEI-030029/009579/2022,2022-07-26,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-02,POSITIVO,2024-08-28,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2022,2024,
319,SEI-030037/004441/2022,2022-10-23,SEEDUC,OMISSÃO DOS DEVERES FUNCIONAIS,2024-06-02,POSITIVO,2024-12-10,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
320,SEI-030038/004225/2022,2022-08-16,SEEDUC,ASSÉDIO SEXUAL,2024-06-02,EM ANDAMENTO,2024-11-04,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
321,SEI-030039/003753/2022,2022-08-04,SEEDUC,ASSÉDIO SEXUAL,2023-01-17,POSITIVO,,,,,,,2025-07-31 08:30:14,2022,,
322,SEI-030035/007460/2022,2022-10-24,SEEDUC,OMISSÃO DOS DEVERES FUNCIONAIS,,POSITIVO,2024-12-12,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
323,SEI-030036/006587/2022,2022-09-08,SEEDUC,ASSÉDIO SEXUAL,2024-06-02,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
324,SEI-030037/003585/2022,2022-08-10,SEEDUC,MÁ CONDUTA,2023-01-27,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
325,SEI-030037/005049/2022,2022-12-01,SEEDUC,ASSÉDIO SEXUAL,2023-01-31,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
326,SEI-030035/007408/2022,2022-10-20,SEEDUC,ASSÉDIO SEXUAL,2024-06-02,POSITIVO,2024-12-10,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
327,SEI-030043/003375/2022,2022-09-12,SEEDUC,INJÚRIA RACIAL,2024-06-02,POSITIVO,2024-12-10,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
328,SEI-030038/005558/2022,2022-10-25,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2024-12-12,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
329,SEI-030035/007457/2022,2022-10-24,SEEDUC,ASSÉDIO SEXUAL,,POSITIVO,2024-12-12,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
330,SEI-030029/009591/2022,2022-07-26,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-02,POSITIVO,2024-08-28,3ª CPPAD,RELATÓRIO FINAL,,,,2025-07-31 08:30:14,2022,2024,
331,SEI-030040/002391/2022,2022-08-09,SEEDUC,ABUSO SEXUAL,2024-06-02,POSITIVO,2024-10-02,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
332,SEI-030030/004584/2022,2022-07-12,SEEDUC,ASSÉDIO SEXUAL,2023-03-21,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
333,SEI-030031/002668/2022,2022-12-26,SEEDUC,IMPORTUNAÇÃO SEXUAL,2023-04-04,EM ANDAMENTO,2025-02-14,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
334,SEI-080002/002512/2022,2022-07-11,SES,ABANDONO DE CARGO,2023-01-26,POSITIVO,2025-02-06,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
335,SEI-260003/011790/2022,2022-09-15,FAPERJ,ABANDONO DE CARGO,2024-06-02,POSITIVO,2024-12-17,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
336,SEI-030029/008659/2022,2022-07-07,SEEDUC,ABANDONO DE CARGO,2024-06-02,POSITIVO,2024-12-12,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
337,SEI-030034/002088/2022,2022-04-19,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2022-12-05,NEGATIVO,,,,,,,2025-07-31 08:30:14,2022,,
338,SEI-030041/005196/2022,2022-11-07,SEEDUC,AMEAÇA,2023-05-25,POSITIVO,,,,,,,2025-07-31 08:30:14,2022,,
339,SEI-030043/003991/2022,2022-11-03,SEEDUC,RACISMO,2023-06-15,POSITIVO,2025-02-25,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
340,SEI-030037/005245/2022,2022-12-16,SEEDUC,ASSÉDIO SEXUAL,2023-07-03,POSITIVO,2025-02-28,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
341,SEI-260005/005450/2022,2022-07-15,FAETEC,FALTAS INTERPOLADAS,2024-11-12,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
342,E-08/603110/2006,2006-05-19,SES,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-02,NEGATIVO,,,,,,,2025-07-31 08:30:14,2006,,
343,SEI-030030/007162/2022,2022-11-03,SEEDUC,OMISSÃO DOS DEVERES FUNCIONAIS,2024-06-02,POSITIVO,2024-12-10,1ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2024,
344,SEI-030035/000524/2023,2023-01-24,SEEDUC,CORRUPÇÃO,2023-08-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
345,SEI-030036/004486/2022,2022-06-22,SEEDUC,ABANDONO DE CARGO,2023-08-07,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
346,SEI-150071/000382/2021,2021-08-21,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2023-08-02,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2021,,
347,SEI-030038/006388/2022,2022-12-13,SEEDUC,FALTAS INTERPOLADAS,2023-08-02,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
348,E-03/015/514/2019,2019-04-30,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2019,,
349,SEI-150159/000145/2020,2020-12-18,DETRAN-RJ,FRAUDES EM LICENCIAMENTOS DE VEÍCULOS,2023-08-16,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2020,,
350,SEI-030030/006721/2022,2022-10-17,SEEDUC,ASSÉDIO SEXUAL,2023-08-16,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
351,SEI-030029/003934/2023,2023-04-03,SEEDUC,RACISMO,2023-08-16,NEGATIVO,,,,,,,2025-07-31 08:30:14,2023,,
352,SEI-030035/002820/2023,2023-05-10,SEEDUC,ASSÉDIO SEXUAL,2023-08-18,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
353,SEI-030037/005286/2022,2022-12-20,SEEDUC,INOBSERVÂNCIA DE NORMAS LEGAIS,2023-08-21,POSITIVO,2025-02-13,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2022,2025,
354,E-03/001/102961/2018,2018-12-07,SEEDUC,FRAUDES DOCUMENTAIS,2023-08-22,POSITIVO,,,,,,,2025-07-31 08:30:14,2018,,
355,SEI-030022/016209/2022,2022-11-10,DEGASE,FRAUDES DOCUMENTAIS,2023-08-23,POSITIVO,,,,,,,2025-07-31 08:30:14,2022,,
356,SEI-030038/000847/2023,2023-02-16,SEEDUC,ABANDONO DE CARGO,2023-08-24,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
357,SEI-030038/001280/2023,2023-03-06,SEEDUC,ASSÉDIO SEXUAL,2023-08-29,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
358,E-03/012/1722/2015,2015-07-08,SEEDUC,ABANDONO DE CARGO,2023-10-06,POSITIVO,2024-12-17,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2015,2024,
359,SEI-030042/001911/2023,2023-05-05,SEEDUC,FRAUDES DOCUMENTAIS,2024-06-02,POSITIVO,2024-09-12,4ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
360,SEI-030029/016438/2022,2022-12-16,SEEDUC,OMISSÃO DOS DEVERES FUNCIONAIS,2023-10-24,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2022,,
361,E-03/05367/1999,1999-07-06,SEEDUC,ABANDONO DE CARGO,2023-10-27,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,1999,,
362,SEI-04/161/004064/2019,2019-12-19,SEFAZ,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-06-02,POSITIVO,2024-08-12,1ª CPPAD,DEFESA,,,,2025-07-31 08:30:14,2019,2024,
363,SEI-040083/000754/2021,2021-07-09,SEFAZ,DANO AO ERÁRIO PÚBLICO,,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2021,,
364,SEI-030022/009859/2023,2023-09-12,DEGASE,FRAUDES DOCUMENTAIS,2023-11-22,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
365,SEI-030029/011691/2023,2023-09-14,SEEDUC,ABANDONO DE CARGO,2024-06-03,POSITIVO,2024-12-17,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
366,SEI-040160/000194/2023,2023-03-31,RIOPREVIDÊNCIA,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-13,POSITIVO,2024-05-21,3ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
367,E-03/002/101652/2018,2018-09-05,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2024-05-13,POSITIVO,2024-05-21,4ª CPPAD,FINALIZADO,,,,2025-07-31 08:30:14,2018,2024,
368,SEI-030037/002202/2023,2023-05-11,SEEDUC,MÁ CONDUTA,2023-11-29,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
369,SEI-030043/001913/2023,2023-04-28,SEEDUC,FRAUDES DOCUMENTAIS,2023-11-29,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
370,SEI-460001/001359/2023,2023-07-14,SEINFRA,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2023-11-29,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
371,SEI-320001/003174/2023,2023-11-23,CGE,PECULATO,2024-06-03,POSITIVO,2024-12-16,4ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
372,SEI-100005/007691/2023,2023-07-18,DETRO,ABANDONO DE CARGO,2024-06-03,POSITIVO,2024-08-09,2ª CPPAD,INSTRUÇÃO,,,,2025-07-31 08:30:14,2023,2024,
373,E-01/102676/2000,2000-06-12,SEEDUC,ACUMULAÇÃO ILÍCITA DE CARGOS,2023-12-06,POSITIVO,,,,,,,2025-07-31 08:30:14,2000,,
374,E-03/002/4765/2017,2017-08-29,SEEDUC,ABANDONO DE CARGO,2023-12-08,NEGATIVO,,,,,,,2025-07-31 08:30:14,2017,,
375,SEI-030033/000501/2023,2023-01-30,SEEDUC,FALTAS INTERPOLADAS,2023-12-11,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
376,SEI-030031/001528/2023,2023-06-15,SEEDUC,FALTAS INTERPOLADAS,2023-12-19,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
377,SEI-030035/003735/2023,2023-06-20,SEEDUC,MÁ CONDUTA,2023-12-19,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
378,SEI-030037/001401/2023,2023-03-13,SEEDUC,FRAUDES DOCUMENTAIS,2023-12-19,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
379,SEI-030043/002377/2023,2023-06-14,SEEDUC,MÁ CONDUTA,2023-12-19,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
380,SEI-030030/004803/2023,2023-07-05,SEEDUC,OFENSA FÍSICA,2023-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
381,SEI-030038/002030/2023,2023-04-11,SEEDUC,NÃO PRESTAÇÃO DE CONTAS,2023-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
382,SEI-460001/001461/2023,2023-07-27,SEIC,NULIDADE CONTRATUAL,2023-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
383,SEI-460001/001462/2023,2023-07-27,SEIC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2023-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
384,SEI-460001/001762/2023,2023-09-05,SEIC,DESCUMPRIMENTO DE NORMAS RELACIONADAS ÁS CONTRATAÇÕES PÚBLICAS,2023-12-26,EM ANDAMENTO,,,,,,,2025-07-31 08:30:14,2023,,
